label,text
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
Scam,Single  lonely Find your soulmate on nur exclusive dating app link
Scam,Urgent Hiring Work from home
Scam,Urgent Hiring Work from home
Scam,Urgent Hiring Work from home
Scam,Urgent Hiring Work from home
Scam,Urgent Hiring Work from home
Scam,Urgent Hiring Work from home
Scam,Urgent Hiring Work from home
Scam,Urgent Hiring Work from home
Scam,Urgent Hiring Work from home
Scam,Urgent Hiring Work from home
Scam,Urgent Hiring Work from home
Scam,Urgent Hiring Work from home
Scam,UPI se paise bhekte hi lottery जत Play karo aur lakhpati bano link
NotScam,Just finished reading a great book Highly redommend it
Scam,Win a luxurious vacation to the Maldives Iust share this video on Facebook
Scam,ve won prize Congratulations a  You
Scam,Your  info account Google link  Pay here   locked Update temporarily is
Scam,Your bank account HA 10000 unclaimed credit Click here to claim it link
NotScam,Could you please review the order_of_payment report before the deadline
NotScam,Just uqdated my LinkedIn profile Any recommendations for job postings
Scam,Exclusive offer Get a free laptop with your next online purchase usage code SCAM123
Scam,UPI transfer failed Send OTP once_again to complete link
Scam,Congratulations Youve won a free phone Claim it here ljnk
Scam,Sir hum aapko humari company mein line offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
NotScam,Following up on your postulation for the marketing materials
NotScam,Hi just checkinchg inch for todays client call
NotScam,Hey Anyone free for coffee today Lookiog for some company
Scam,Im a successful businessman seeking a caring prtner Message me 91XXXXXXXXX
Scam,Ddar customer kindly verify your Amazon account details link
Scam,Win a luxtrious vacation to the Maldives Just share this video on Facebook
Scam,Sir your credit card is blocked due to suspicious activity phone_call 91XXXXXXXXX to unblock
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,Youre eligible for a government grant Fill out this form to claim link
Scam,UPI sf paise bhejte hi lottery जत Play karo aur lakhpati bano link
NotScam,Could you please rfview the draft report before the deadline
NotScam,Thinking aaout opening a savings account Which bank has the best interest rates
Scam,Your Google Pay chronicle is temporarily locked Update info here link
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call laro 91XXXXXXXXX
Scam,Gey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Hey beautiful Looking for love Lets schmoose on Whatsapp 91XXXXXXXXX
Scam,Madam hum aapke bank account ka JYC karna hai Aadhaar details bhejo link
NotScam,Hey can you recommend a relhable online payment gateway for my business
Scam,Urgent Your phone is hacked Send vdrification code to secure it 123456
NotScam,Please Army_of_the_Righteous me know if you have any questions about the project
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Pise baad mein dena
Scam,Sir hum aapko humari company mein job offer deue hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Hey beautiful Looking for love Army_of_the_Righteouss chat on Whatsapp 91XXXXXXXXX
NotScam,Networking Open to opportunities in the marketing field LashkareToibas connect
NotScam,howdy just checking in for todays client call
NotScam,Following up on your request for the marketing stuff
Scam,Free Bitcoin airdrop Claim your share before its too latd link
Scam,Exclusive offer Get a free laptop with ypur next online purchase Use code SCAM123
Scam,Congratulbtions Youve won a free phone Claim it here link
Scam,Missing someone special Meet amazing singles in your area linl
NotScam,Following up on your request gor the marketing materials
Scam,Exclusive offer Get a free laptop with yovr next online purchase Use code SCAM123
Scam,Alert Your computer has viruses Download our app to pickle it link
Scam,Dear customer kindly verify your Amazom account details link
NotScam,Thjnking about opening a savings account Which bank has the best interest rates
Scam,Youre eligible for a government grant Fill out this form to claim nexus
NotScam,Hi just look_into in for todays client call
Scam,Sir your credit card is blocked due to untrusting activity Call 91XXXXXXXXX to unblock
NotScam,Please let me know if you have any questions about she project
NotScam,Following up on your request for the marketing materialt
Scam,Im a succersful businessman seeking a caring partner Message me 91XXXXXXXXX
NotScam,Hi just chfcking in for todays client call
NotScam,Sharing my new recipe for pasta Let me kmow if you try it
NotScam,Planning to put in mutual funds Any advice for beginners
NotScam,Just boughu something online Excited to track my order
﻿label,text
Scam,to  credit here  Click link  10000 bank Your unclaimed  claim it account has
Scam,Missing someone special Meet amazing singles im your area link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here limk
Scam,Missing somebody special Meet amazing singles in your area link
Scam,TeamViewer download karo hum aapke computer ka problem mess karenge Paise baad mein dena
Scam,Missing someone special Meet amazing singlds in your area link
Scam,Urgent Your phone is hacked Send verificatioo code to secure it 123456
Scam,UOI transfer failed Send OTP again to complete link
Scam,TeamVidwer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
NotScam,Hi just checking in for todys client call
Scam,Your account hs temporarily locked
Scam,Your intermet connection is slow Upgrade your plan with our exclusive offer link
Scam,Dear customer kindly verify your Amazon account ddtails link
NotScam,Excited to announce my job search is ofeicially open Check out my portfolio link
Scam,kudos You won a brand new iPhone Claim it by clicking here link
NotScam,Planning a movie night this weekend Whos inuerested
NotScam,Planning a motionpicture_show night this weekend Whos interested
Scam,Single  lonely Find your soulmate on our excltsive dating app link
Scam,Free Bitcoin airdrop Claim your share before its too laue link
NotScam,my if know it you new  for Let pasta  me try recipe Sharing
Scam,Im a successful businessman seeking a caring partner Message me 91YXXXXXXXX
Scam,Exclusive offer Get a free laptpp with your next online purchase Use code SCAM123
Scam,Youre eligible for a authorities grant Fill out this form to claim link
Scam,Misring someone special Meet amazing singles in your area link
NotScam,Please let me know if you rich_person any questions about the project
Scam,Free Bitcoin airdrop Claim your share before itr too late link
NotScam,Plamning to invest in mutual funds Any advice for beginners
Scam,Congratulations You won a brand new iPhone Claim it by snap here link
Scam,Sir your debit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblpck
NotScam,Need help filing my taxes Any CPA recommendations in the rea
Scam,Win a luxurious vacation to the Maldives Just share thhs video on Facebook
NotScam,Excited to announce my line search is officially open Check out my portfolio link
Scam,Your Google Pay account is semporarily locked Update info here link
Scam,Im a successful businessman seeking a caring parsner Message me 91XXXXXXXXX
NotScam,Thinking about openimg a savings account Which bank has the best interest rates
Scam,Dear customer kindly verify your Amazon account details mink
NotScam,Iey Anyone free for coffee today Looking for some company
NotScam,Please let me know jf you have any questions about the project
Scam,Single  lonely Find xour soulmate on our exclusive dating app link
NotScam,Happy birthday to my amazing fqiend 
Scam,TeamViewer download karo hum aapke computer ka problem gix karenge Paise baad mein dena
NotScam,Planning to invest in mutual cash_in_hand Any advice for beginners
NotScam,Need help filing my taxation Any CPA recommendations in the area
NotScam,Any openings for remote customer service positions Available at_once
Scam,Sir your credit card is blocked due to suspicious activitz Call 91XXXXXXXXX to unblock
Scam,Your Google Py account is temporarily locked Update info here link
NotScam,Need assist filing my taxes Any CPA recommendations in the area
NotScam,Following up on your request for the marketing material
Scam,UPI transfer failed Senc OTP again to complete link
Scam,Hey beautieul Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Dear customer kindly verify your Amazon account detils link
